pedido_id,data_dt,ano,mes,uf,canal,categoria,produto,cliente_id,quantidade,receita_num,lucro,margem_lucro_pct,observacao
1111,2024-05-20,2024,2024-05,SC,Marketplace,Telefonia,Smartphone X,C134,3,8628.36,2121.63,24.589029664965302,cliente premium
1112,2024-03-18,2024,2024-03,ES,Online,Áudio,Caixa de Som,C106,3,1283.25,515.01,40.133255406195204,entrega rápida
1113,2024-01-15,2024,2024-01,MG,Online,Telefonia,Smartphone X,C121,1,2781.6,630.85,22.679393155018694,sem observacao
1114,2024-12-09,2024,2024-12,ES,Loja Física,Periféricos,Teclado Mecânico,C123,4,0.0,627.92,,sem observacao
1115,2024-07-29,2024,2024-07,MG,Loja Física,Informática,Notebook Pro,C144,3,12566.04,2879.76,22.917004879818943,sem observacao
1116,2024-01-29,2024,2024-01,SC,Marketplace,Não informado,Monitor 27,C160,2,3412.56,1346.57,39.459232951215505,sem observacao
1117,2024-01-22,2024,2024-01,SC,Loja Física,Telefonia,Smartphone X,C111,3,8073.6,1780.83,22.057446492271104,cliente premium
1118,2024-07-22,2024,2024-07,RJ,Online,Áudio,Caixa de Som,C104,1,397.1,168.59,42.455300931755225,cliente premium
1119,2024-05-20,2024,2024-05,ES,Marketplace,Telefonia,Smartphone X,C170,6,14771.22,2315.92,15.678596622350764,sem observacao
1120,2024-10-21,2024,2024-10,ES,Online,Telefonia,Smartphone X,C123,2,6112.5,1803.53,29.505603271983638,entrega rápida
1121,2024-03-25,2024,2024-03,RS,Loja Física,Áudio,Caixa de Som,C101,4,1510.52,547.67,36.25705055212774,cliente premium
1123,2024-04-01,2024,2024-04,RJ,Online,Telefonia,Smartphone X,C171,3,7132.92,727.28,10.196104821027012,entrega rápida
1124,2024-09-23,2024,2024-09,RS,Marketplace,Informática,Notebook Pro,C153,5,21226.95,6196.77,29.192936338004284,sem observacao
1125,2024-01-29,2024,2024-01,ES,Online,Áudio,Caixa de Som,C144,4,1577.12,599.84,38.033884549051436,entrega rápida
1126,2024-11-04,2024,2024-11,SC,Marketplace,Telefonia,Smartphone X,C162,4,10561.84,1414.32,13.390848564265317,ok
1127,2024-01-29,2024,2024-01,PR,Marketplace,Telefonia,Tablet Plus,C148,2,3761.26,893.68,23.76012293752625,ok
1128,2024-04-22,2024,2024-04,SP,Marketplace,Informática,Monitor 27,C115,3,4539.39,1511.07,33.28795278660789,cliente premium
1129,2024-03-25,2024,2024-03,SP,Online,Periféricos,Teclado Mecânico,C154,4,1305.76,649.38,49.73195686803088,sem observacao
1130,2024-07-15,2024,2024-07,RJ,Loja Física,Telefonia,Tablet Plus,C106,4,9180.24,3209.85,34.96477216281927,ok
1131,2024-08-12,2024,2024-08,SC,Loja Física,Áudio,Headset Pro,C142,3,720.81,250.59,34.76505597869065,cliente premium
1132,2024-01-29,2024,2024-01,PR,Marketplace,Telefonia,Smartphone X,C123,3,8870.79,2326.37,26.225060000293094,ok
1133,2024-07-15,2024,2024-07,SC,Marketplace,Informática,Notebook Pro,C141,3,14146.35,4800.71,33.93603296963528,ok
1134,2024-05-06,2024,2024-05,PR,Marketplace,Informática,Monitor 27,C136,2,2685.8,586.71,21.844887929108644,entrega rápida
1135,2024-09-23,2024,2024-09,RS,Loja Física,Telefonia,Smartphone X,C128,4,9975.0,1467.98,14.716591478696742,ok
1136,2024-03-04,2024,2024-03,ES,Loja Física,Áudio,Caixa de Som,C130,3,1313.64,579.86,44.14146950458269,sem observacao
1137,2024-05-13,2024,2024-05,MG,Online,Informática,Monitor 27,C159,3,4419.24,1193.34,27.003285632823744,sem observacao
1138,2024-07-29,2024,2024-07,RS,Loja Física,Telefonia,Smartphone X,C134,4,0.0,893.48,,sem observacao
1139,2024-02-05,2024,2024-02,SC,Loja Física,Áudio,Headset Pro,C112,3,804.39,383.02,47.616206069195286,cliente premium
1140,2024-09-09,2024,2024-09,MG,Online,Telefonia,Tablet Plus,C107,1,2385.27,936.91,39.278991476855865,entrega rápida
1141,2024-12-16,2024,2024-12,RS,Loja Física,Telefonia,Tablet Plus,C178,1,2023.32,579.21,28.6267125318783,cliente premium
1142,2024-12-09,2024,2024-12,BA,Online,Informática,Monitor 27,C166,3,5046.12,1988.51,39.406712484047155,entrega rápida
1143,2024-11-25,2024,2024-11,NÃO INFORMADO,Marketplace,Telefonia,Tablet Plus,C149,3,5721.78,879.74,15.375285313311593,ok
1144,2024-07-22,2024,2024-07,MG,Online,Telefonia,Smartphone X,C144,3,7947.06,1048.64,13.195320030300515,entrega rápida
1145,2024-05-13,2024,2024-05,SC,Online,Periféricos,Teclado Mecânico,C120,5,1620.65,840.32,51.85080060469565,sem observacao
1146,2024-09-30,2024,2024-09,ES,Marketplace,Áudio,Headset Pro,C125,5,1434.75,587.93,40.97787070918278,cliente premium
1147,2024-09-16,2024,2024-09,RJ,Loja Física,Informática,Monitor 27,C124,2,2904.34,792.74,27.29501366919851,sem observacao
1148,2024-03-18,2024,2024-03,MG,Loja Física,Informática,Notebook Pro,C179,5,21240.2,6245.67,29.40494910594062,entrega rápida
1149,2024-01-15,2024,2024-01,SP,Online,Telefonia,Smartphone X,C105,3,9834.15,3212.43,32.666066716493035,cliente premium
1150,2024-02-05,2024,2024-02,MG,Loja Física,Informática,Monitor 27,C155,3,4045.47,1116.44,27.59728783058582,entrega rápida
1151,2024-09-02,2024,2024-09,NÃO INFORMADO,Marketplace,Periféricos,Mouse Gamer,C130,2,350.6,169.66,48.39132915002852,ok
1152,2024-03-04,2024,2024-03,ES,Marketplace,Telefonia,Tablet Plus,C139,3,7107.36,2594.16,36.49962855406227,entrega rápida
1153,2024-12-02,2024,2024-12,MG,Marketplace,Áudio,Caixa de Som,C147,4,1634.84,605.29,37.02441829169827,sem observacao
1154,2024-09-30,2024,2024-09,RS,Loja Física,Informática,Notebook Pro,C155,1,3998.83,641.54,16.0431926338454,sem observacao
1155,2024-09-09,2024,2024-09,MG,Online,Periféricos,Teclado Mecânico,C129,3,1031.55,511.73,49.607871649459554,cliente premium
1156,2024-08-12,2024,2024-08,MG,Marketplace,Áudio,Caixa de Som,C175,4,1720.44,728.1,42.32056915672735,entrega rápida
1157,2024-08-19,2024,2024-08,MG,Online,Periféricos,Teclado Mecânico,C163,5,1726.25,834.01,48.313396089790004,ok
1158,2024-05-13,2024,2024-05,MG,Loja Física,Periféricos,Mouse Gamer,C102,3,514.86,253.76,49.28718486578875,sem observacao
1159,2024-04-08,2024,2024-04,ES,Marketplace,Telefonia,Tablet Plus,C155,4,6761.36,1153.51,17.06032514168747,ok
1160,2024-04-22,2024,2024-04,BA,Não informado,Áudio,Headset Pro,C130,2,548.9,271.0,49.371470213153586,entrega rápida
1161,2024-03-25,2024,2024-03,RJ,Marketplace,Informática,Monitor 27,C111,5,7860.1,2089.15,26.579178381954428,sem observacao
1162,2024-08-05,2024,2024-08,SP,Online,Áudio,Headset Pro,C159,4,1212.32,500.3,41.267982050943644,cliente premium
1163,2024-07-08,2024,2024-07,BA,Online,Periféricos,Mouse Gamer,C157,2,316.7,138.79,43.823808020208396,ok
1164,2024-04-22,2024,2024-04,PR,Online,Periféricos,Teclado Mecânico,C156,2,626.84,304.69,48.60730010848063,sem observacao
1165,2024-02-19,2024,2024-02,MG,Loja Física,Áudio,Headset Pro,C144,4,1165.96,526.82,45.183368211602456,cliente premium
1166,2024-04-08,2024,2024-04,PR,Online,Periféricos,Mouse Gamer,C132,3,533.85,253.7,47.52271237238924,cliente premium
1167,2024-02-12,2024,2024-02,RJ,Marketplace,Periféricos,Mouse Gamer,C144,3,528.54,245.99,46.54141597608507,cliente premium
1168,2024-07-15,2024,2024-07,SC,Online,Áudio,Caixa de Som,C122,5,2269.35,1128.77,49.73979333289268,entrega rápida
1169,2024-10-14,2024,2024-10,PR,Online,Periféricos,Teclado Mecânico,C157,2,552.88,216.94,39.238171031688616,entrega rápida
1170,2024-11-25,2024,2024-11,SC,Loja Física,Informática,Monitor 27,C148,4,5936.24,1330.76,22.41755724162096,entrega rápida
1171,2024-09-09,2024,2024-09,PR,Loja Física,Áudio,Headset Pro,C168,2,511.24,182.14,35.62710273061575,sem observacao
1172,2024-11-11,2024,2024-11,ES,Loja Física,Informática,Notebook Pro,C128,3,13154.04,3408.22,25.91006261194279,entrega rápida
1173,2024-09-23,2024,2024-09,NÃO INFORMADO,Loja Física,Periféricos,Teclado Mecânico,C178,3,797.01,305.53,38.334525288264885,cliente premium
1174,2024-10-14,2024,2024-10,RS,Loja Física,Informática,Notebook Pro,C158,2,8166.16,1909.65,23.384920207294495,ok
1175,2024-01-08,2024,2024-01,BA,Online,Informática,Monitor 27,C134,4,6288.44,2326.08,36.98977806896464,entrega rápida
1176,2024-03-18,2024,2024-03,MG,Online,Áudio,Caixa de Som,C167,4,1716.84,734.48,42.78092309126069,entrega rápida
1177,2024-10-14,2024,2024-10,BA,Loja Física,Periféricos,Teclado Mecânico,C170,1,331.28,160.58,48.47259116155519,sem observacao
1178,2024-06-17,2024,2024-06,SC,Loja Física,Informática,Notebook Pro,C141,4,19198.16,5381.8,28.032894819086827,entrega rápida
1179,2024-04-08,2024,2024-04,RS,Marketplace,Periféricos,Mouse Gamer,C138,3,539.91,261.38,48.41177233242578,ok
1180,2024-03-11,2024,2024-03,SC,Loja Física,Telefonia,Smartphone X,C158,1,2563.44,415.42,16.20556751864682,sem observacao
1181,2024-01-22,2024,2024-01,ES,Online,Informática,Notebook Pro,C159,5,20443.7,3241.64,15.856425206787419,sem observacao
1182,2024-02-12,2024,2024-02,RS,Online,Informática,Monitor 27,C179,1,1309.54,266.03,20.314767017425964,cliente premium
1183,2024-03-25,2024,2024-03,ES,Online,Periféricos,Teclado Mecânico,C108,4,1272.88,596.13,46.83316573439758,ok
1184,2024-08-26,2024,2024-08,RS,Online,Áudio,Caixa de Som,C124,3,1056.54,294.85,27.90713082325326,cliente premium
1185,2024-10-07,2024,2024-10,ES,Marketplace,Telefonia,Tablet Plus,C179,2,4566.08,1576.66,34.529837409769435,entrega rápida
1186,2024-01-15,2024,2024-01,ES,Marketplace,Informática,Monitor 27,C138,4,6164.76,1987.16,32.2341826770223,cliente premium
1187,2024-05-06,2024,2024-05,MG,Marketplace,Áudio,Caixa de Som,C150,3,1085.07,364.85,33.624558784225904,cliente premium
1188,2024-04-15,2024,2024-04,MG,Online,Periféricos,Teclado Mecânico,C147,5,1767.45,959.31,54.27650004243401,entrega rápida
1189,2024-02-12,2024,2024-02,RS,Online,Telefonia,Smartphone X,C102,4,11830.12,2670.56,22.574242695763015,cliente premium
1190,2024-10-14,2024,2024-10,SC,Marketplace,Informática,Notebook Pro,C143,3,12364.62,2125.92,17.193573276008483,ok
1191,2024-10-07,2024,2024-10,ES,Loja Física,Periféricos,Teclado Mecânico,C152,3,1056.42,521.57,49.37146210787377,entrega rápida
1192,2024-09-16,2024,2024-09,BA,Online,Áudio,Caixa de Som,C175,3,1213.56,424.09,34.945944164277,cliente premium
1193,2024-07-29,2024,2024-07,BA,Marketplace,Telefonia,Headset Pro,C162,3,789.03,337.83,42.815862514733276,cliente premium
1194,2024-03-11,2024,2024-03,RS,Loja Física,Telefonia,Smartphone X,C167,4,0.0,3297.28,,ok
1195,2024-03-04,2024,2024-03,SC,Marketplace,Periféricos,Teclado Mecânico,C106,4,1296.36,672.82,51.9007065938474,cliente premium
1196,2024-10-28,2024,2024-10,RS,Online,Telefonia,Tablet Plus,C127,4,9295.92,2527.96,27.19429599222024,entrega rápida
1197,2024-01-08,2024,2024-01,ES,Marketplace,Telefonia,Smartphone X,C129,3,8861.91,1731.73,19.541272705319734,entrega rápida
1198,2024-04-22,2024,2024-04,ES,Loja Física,Periféricos,Teclado Mecânico,C117,3,981.15,487.23,49.659073536156555,sem observacao
1199,2024-11-25,2024,2024-11,ES,Online,Telefonia,Tablet Plus,C108,1,2253.33,848.85,37.670913714369405,entrega rápida
1200,2024-04-15,2024,2024-04,RJ,Loja Física,Periféricos,Teclado Mecânico,C143,5,1499.1,637.83,42.54752851711027,cliente premium
1201,2024-10-28,2024,2024-10,SC,Loja Física,Informática,Monitor 27,C171,2,3281.9,1150.31,35.05012340412566,ok
1202,2024-10-14,2024,2024-10,SC,Marketplace,Áudio,Headset Pro,C123,6,1534.38,554.51,36.13902683820175,sem observacao
1203,2024-05-20,2024,2024-05,ES,Loja Física,Periféricos,Teclado Mecânico,C168,3,981.51,430.81,43.89257368748154,ok
1204,2024-12-02,2024,2024-12,SC,Marketplace,Periféricos,Teclado Mecânico,C143,4,1162.48,464.34,39.94391301355722,sem observacao
1205,2024-01-08,2024,2024-01,RS,Online,Telefonia,Mouse Gamer,C179,2,346.36,156.95,45.31412403279824,ok
1206,2024-01-29,2024,2024-01,MG,Marketplace,Telefonia,Tablet Plus,C112,2,4072.42,1067.56,26.214388496274942,entrega rápida
1207,2024-10-14,2024,2024-10,ES,Loja Física,Telefonia,Smartphone X,C130,4,12139.72,3442.86,28.360291670648092,entrega rápida
1208,2024-07-15,2024,2024-07,RJ,Online,Informática,Monitor 27,C108,3,4082.34,1052.01,25.76977909728244,entrega rápida
1209,2024-05-27,2024,2024-05,MG,Marketplace,Áudio,Caixa de Som,C121,2,810.2,282.52,34.87040236978524,sem observacao
1211,2024-01-29,2024,2024-01,PR,Marketplace,Áudio,Caixa de Som,C109,4,1433.04,516.56,36.04644671467649,entrega rápida
1212,2024-09-16,2024,2024-09,ES,Marketplace,Áudio,Caixa de Som,C117,4,1363.84,399.24,29.27322853120601,entrega rápida
1213,2024-04-15,2024,2024-04,MG,Online,Informática,Monitor 27,C134,4,0.0,2725.42,,cliente premium
1214,2024-04-15,2024,2024-04,ES,Online,Periféricos,Mouse Gamer,C132,2,411.96,232.19,56.36226818137684,cliente premium
1215,2024-02-19,2024,2024-02,ES,Marketplace,Telefonia,Smartphone X,C139,2,5467.08,1281.04,23.431886857335176,ok
1216,2024-11-04,2024,2024-11,BA,Online,Periféricos,Mouse Gamer,C166,2,391.34,203.35,51.962487862217,sem observacao
1218,2024-08-05,2024,2024-08,RJ,Online,Telefonia,Tablet Plus,C107,4,8294.92,2183.46,26.322857845524734,ok
1219,2024-07-29,2024,2024-07,SC,Online,Periféricos,Mouse Gamer,C166,3,445.53,174.9,39.256615716113394,ok
